Synonym,Standard Term,Term Id,Synonyms Type
Pacific menhaden,Ethmidium maculatum,NCBITaxon_691795,Exact Synonym
highbush blueberry,Vaccinium corymbosum,NCBITaxon_69266,Exact Synonym
American blueberry,Vaccinium corymbosum,NCBITaxon_69266,Exact Synonym
sticklebacks & tubesnouts,Gasterosteidae,NCBITaxon_69291,Exact Synonym
mountain nyala,Tragelaphus buxtoni,NCBITaxon_69296,Exact Synonym
rock-rose family,Cistaceae,NCBITaxon_69450,Exact Synonym
hollow-shelled snails,Ellobiidae,NCBITaxon_69683,Exact Synonym
pargo rojo,Lutjanus colorado,NCBITaxon_697225,Exact Synonym
pargo colorado,Lutjanus colorado,NCBITaxon_697225,Exact Synonym
colorado snapper,Lutjanus colorado,NCBITaxon_697225,Exact Synonym
silver orfe,Leuciscus idus,NCBITaxon_69811,Exact Synonym
orfe,Leuciscus idus,NCBITaxon_69811,Exact Synonym
ide,Leuciscus idus,NCBITaxon_69811,Exact Synonym
burbot,Lota lota,NCBITaxon_69944,Exact Synonym
grasshoppers and locusts,Caelifera,NCBITaxon_7001,Exact Synonym
white mullet,Mugil trichodon,NCBITaxon_700652,Exact Synonym
silver mullet,Mugil trichodon,NCBITaxon_700652,Exact Synonym
fantail mullet,Mugil trichodon,NCBITaxon_700652,Exact Synonym
false herring,Harengula clupeola,NCBITaxon_700795,Exact Synonym
redear sardine,Harengula humeralis,NCBITaxon_700796,Exact Synonym
redear herring,Harengula humeralis,NCBITaxon_700796,Exact Synonym
plumed scorpionfish,Scorpaena grandicornis,NCBITaxon_700800,Exact Synonym
Arctic grayling,Thymallus arcticus,NCBITaxon_70285,Exact Synonym
beetles,Coleoptera,NCBITaxon_7041,Exact Synonym
Indian mackerel,Rastrelliger kanagurta,NCBITaxon_70446,Exact Synonym
long-jointed beetles,Tenebrionidae,NCBITaxon_7065,Exact Synonym
darkling ground beetles,Tenebrionidae,NCBITaxon_7065,Exact Synonym
darkling beetles,Tenebrionidae,NCBITaxon_7065,Exact Synonym
yellow mealworm,Tenebrio molitor,NCBITaxon_7067,Exact Synonym
stargazers,Uranoscopidae,NCBITaxon_70846,Exact Synonym
moths,Lepidoptera,NCBITaxon_7088,Exact Synonym
butterflies and moths,Lepidoptera,NCBITaxon_7088,Exact Synonym
silkworm moths,Bombycidae,NCBITaxon_7089,Exact Synonym
silkworm,Bombyx mori,NCBITaxon_7091,Exact Synonym
silk moth,Bombyx mori,NCBITaxon_7091,Exact Synonym
domestic silkworm,Bombyx mori,NCBITaxon_7091,Exact Synonym
Asteridae,asterids,NCBITaxon_71274,Exact Synonym
tall rocket,Sisymbrium altissimum,NCBITaxon_71365,Exact Synonym
pinkspotted shrimp,Penaeus brasiliensis,NCBITaxon_71410,Exact Synonym
Pacific anchovy,Cetengraulis mysticetus,NCBITaxon_714659,Exact Synonym
Pacific anchoveta,Cetengraulis mysticetus,NCBITaxon_714659,Exact Synonym
huesito,Malpighia glabra,NCBITaxon_71611,Exact Synonym
acerola,Malpighia glabra,NCBITaxon_71611,Exact Synonym
Barbados cherry,Malpighia glabra,NCBITaxon_71611,Exact Synonym
Pacific ocean perch,Sebastes alutus,NCBITaxon_72055,Exact Synonym
splitnose rockfish,Sebastes diploproa,NCBITaxon_72069,Exact Synonym
widow rockfish,Sebastes entomelas,NCBITaxon_72073,Exact Synonym
yellowtain rockfish,Sebastes flavidus,NCBITaxon_72076,Exact Synonym
chilipepper,Sebastes goodei,NCBITaxon_72078,Exact Synonym
cowcod,Sebastes levis,NCBITaxon_72083,Exact Synonym
black rockfish,Sebastes melanops,NCBITaxon_72085,Exact Synonym
vermillion rockfish,Sebastes miniatus,NCBITaxon_72087,Exact Synonym
speckled rockfish,Sebastes ovalis,NCBITaxon_72092,Exact Synonym
bocaccio,Sebastes paucispinis,NCBITaxon_72093,Exact Synonym
canary rockfish,Sebastes pinniger,NCBITaxon_72094,Exact Synonym
yelloweye rockfish,Sebastes ruberrimus,NCBITaxon_72098,Exact Synonym
bank rockfish,Sebastes rufus,NCBITaxon_72100,Exact Synonym
stripetail rockfish,Sebastes saxicola,NCBITaxon_72101,Exact Synonym
olive rockfish,Sebastes serranoides,NCBITaxon_72102,Exact Synonym
fruit fly,"Drosophila <fruit fly, genus>",NCBITaxon_7215,Exact Synonym
fruit flies,"Drosophila <fruit fly, genus>",NCBITaxon_7215,Exact Synonym
Drosophila,"Drosophila <fruit fly, genus>",NCBITaxon_7215,Exact Synonym
yellow cro-cro,Conodon nobilis,NCBITaxon_722433,Exact Synonym
cro-cro grunt,Conodon nobilis,NCBITaxon_722433,Exact Synonym
barred grunt,Conodon nobilis,NCBITaxon_722433,Exact Synonym
scrawled sole,Trinectes inscriptus,NCBITaxon_722570,Exact Synonym
small devilfish,Mobula hypostoma,NCBITaxon_723540,Exact Synonym
lesser devil ray,Mobula hypostoma,NCBITaxon_723540,Exact Synonym
Atlantic devil ray,Mobula hypostoma,NCBITaxon_723540,Exact Synonym
jalelo,Senna alexandrina,NCBITaxon_72402,Exact Synonym
casse,Senna alexandrina,NCBITaxon_72402,Exact Synonym
Indian senna,Senna alexandrina,NCBITaxon_72402,Exact Synonym
catla,Catla catla,NCBITaxon_72446,Exact Synonym
mottled shore crab,Pachygrapsus transversus,NCBITaxon_72636,Exact Synonym
tia,Tacca leontopetaloides,NCBITaxon_72648,Exact Synonym
Polynesian arrowroot,Tacca leontopetaloides,NCBITaxon_72648,Exact Synonym
shallon,Gaultheria shallon,NCBITaxon_73102,Exact Synonym
salal,Gaultheria shallon,NCBITaxon_73102,Exact Synonym
starry skate,Raja stellulata,NCBITaxon_740707,Exact Synonym
Cape dory,Zeus capensis,NCBITaxon_741943,Exact Synonym
corvina drum,Cilus gilberti,NCBITaxon_745122,Exact Synonym
corvina,Cilus gilberti,NCBITaxon_745122,Exact Synonym
red-rose-of-Lancaster,Rosa gallica,NCBITaxon_74632,Exact Synonym
apothecary rose,Rosa gallica,NCBITaxon_74632,Exact Synonym
French rose,Rosa gallica,NCBITaxon_74632,Exact Synonym
dog briar,Rosa canina,NCBITaxon_74635,Exact Synonym
Turkestan rose,Rosa rugosa,NCBITaxon_74645,Exact Synonym
Japanese rose,Rosa rugosa,NCBITaxon_74645,Exact Synonym
sea starwort,Tripolium pannonicum,NCBITaxon_74787,Exact Synonym
chive,Allium schoenoprasum,NCBITaxon_74900,Exact Synonym
king salmon,Oncorhynchus tshawytscha,NCBITaxon_74940,Exact Synonym
Chinook salmon,Oncorhynchus tshawytscha,NCBITaxon_74940,Exact Synonym
horse-eye jack,Caranx latus,NCBITaxon_75015,Exact Synonym
black raspberry,Rubus occidentalis,NCBITaxon_75079,Exact Synonym
flowering raspberry,Rubus odoratus,NCBITaxon_75080,Exact Synonym
wine raspberry,Rubus phoenicolasius,NCBITaxon_75085,Exact Synonym
duo xian xuan gou zi,Rubus phoenicolasius,NCBITaxon_75085,Exact Synonym
Japanese wineberry,Rubus phoenicolasius,NCBITaxon_75085,Exact Synonym
California blackberry,Rubus ursinus,NCBITaxon_75100,Exact Synonym
flathead catfish,Pylodictis olivaris,NCBITaxon_75288,Exact Synonym
blunt snout bream,Megalobrama amblycephala,NCBITaxon_75352,Exact Synonym
Wuchang bream,Megalobrama amblycephala,NCBITaxon_75352,Exact Synonym
Chinese blunt snout bream,Megalobrama amblycephala,NCBITaxon_75352,Exact Synonym
black carp,Mylopharyngodon piceus,NCBITaxon_75356,Exact Synonym
silver seabream,Pagrus auratus,NCBITaxon_75562,Exact Synonym
eastern snapper,Pagrus auratus,NCBITaxon_75562,Exact Synonym
squirefish,Pagrus auratus,NCBITaxon_75562,Exact Synonym
old man snapper,Pagrus auratus,NCBITaxon_75562,Exact Synonym
golden snapper,Pagrus auratus,NCBITaxon_75562,Exact Synonym
queen red bream,Pagrus auratus,NCBITaxon_75562,Exact Synonym
western bream,Pagrus auratus,NCBITaxon_75562,Exact Synonym
old man red snapper,Pagrus auratus,NCBITaxon_75562,Exact Synonym
cockney snapper,Pagrus auratus,NCBITaxon_75562,Exact Synonym
Canadian wild rice,Zizania aquatica,NCBITaxon_75727,Exact Synonym
echinoderms,Echinodermata,NCBITaxon_7586,Exact Synonym
Alaska blackfish,Dallia pectoralis,NCBITaxon_75939,Exact Synonym
prickly lettuce,Lactuca serriola,NCBITaxon_75943,Exact Synonym
compass-plant,Lactuca serriola,NCBITaxon_75943,Exact Synonym
flyingfishes,Exocoetidae,NCBITaxon_76072,Exact Synonym
poor man's tropheus,Hypsophrys nematopus,NCBITaxon_762772,Exact Synonym
spottail bass,Sciaenops ocellatus,NCBITaxon_76340,Exact Synonym
redfish,Sciaenops ocellatus,NCBITaxon_76340,Exact Synonym
red drum,Sciaenops ocellatus,NCBITaxon_76340,Exact Synonym
channel bass,Sciaenops ocellatus,NCBITaxon_76340,Exact Synonym
teosinte,Zea mays subsp. parviglumis,NCBITaxon_76912,Exact Synonym
Balsas teosinte,Zea mays subsp. parviglumis,NCBITaxon_76912,Exact Synonym
porae,Nemadactylus douglasii,NCBITaxon_76930,Exact Synonym
tarakihi,Nemadactylus macropterus,NCBITaxon_76931,Exact Synonym
meiwa kumquat,Citrus japonica,NCBITaxon_76966,Exact Synonym
marumi kumquat,Citrus japonica,NCBITaxon_76966,Exact Synonym
chordates,Chordata,NCBITaxon_7711,Exact Synonym
yellow water lily,Nuphar lutea,NCBITaxon_77113,Exact Synonym
sea squirts,Ascidiacea,NCBITaxon_7713,Exact Synonym
vertebrates,Vertebrata <Metazoa>,NCBITaxon_7742,Exact Synonym
Vertebrata,Vertebrata <Metazoa>,NCBITaxon_7742,Exact Synonym
lampreys,Petromyzontidae,NCBITaxon_7746,Exact Synonym
European river lamprey,Lampetra fluviatilis,NCBITaxon_7748,Exact Synonym
sea lamprey,Petromyzon marinus,NCBITaxon_7757,Exact Synonym
marine lamprey,Petromyzon marinus,NCBITaxon_7757,Exact Synonym
giant goby,Gobius cobitis,NCBITaxon_77594,Exact Synonym
jawed vertebrates,Gnathostomata <vertebrate>,NCBITaxon_7776,Exact Synonym
Gnathostomata,Gnathostomata <vertebrate>,NCBITaxon_7776,Exact Synonym
fishes,Chondrichthyes,NCBITaxon_7777,Exact Synonym
fish,Chondrichthyes,NCBITaxon_7777,Exact Synonym
cartilaginous fishes,Chondrichthyes,NCBITaxon_7777,Exact Synonym
elasmobranchs,Elasmobranchii,NCBITaxon_7778,Exact Synonym
thornback ray,Raja clavata,NCBITaxon_7781,Exact Synonym
little skate,Leucoraja erinacea,NCBITaxon_7782,Exact Synonym
spiny dogfish,Squalus acanthias,NCBITaxon_7797,Exact Synonym
sand tigers,Odontaspididae,NCBITaxon_7802,Exact Synonym
requiem sharks,Carcharhinidae,NCBITaxon_7805,Exact Synonym
gray sharks,Carcharhinus,NCBITaxon_7806,Exact Synonym
dusky shark,Carcharhinus obscurus,NCBITaxon_7807,Exact Synonym
sandbar shark,Carcharhinus plumbeus,NCBITaxon_7808,Exact Synonym
smalltail shark,Carcharhinus porosus,NCBITaxon_7810,Exact Synonym
smooth dogfish,Mustelus canis,NCBITaxon_7812,Exact Synonym
gummy shark,Mustelus antarcticus,NCBITaxon_7813,Exact Synonym
blue shark,Prionace glauca,NCBITaxon_7815,Exact Synonym
passion fruit,Passiflora edulis,NCBITaxon_78168,Exact Synonym
hammerheads,Sphyrna,NCBITaxon_7822,Exact Synonym
scalloped hammerhead,Sphyrna lewini,NCBITaxon_7823,Exact Synonym
bonnethead,Sphyrna tiburo,NCBITaxon_7824,Exact Synonym
cat sharks,Scyliorhinidae,NCBITaxon_7826,Exact Synonym
spotted dogfish,Scyliorhinus canicula,NCBITaxon_7830,Exact Synonym
spotted catshark,Scyliorhinus canicula,NCBITaxon_7830,Exact Synonym
smaller spotted dogfish,Scyliorhinus canicula,NCBITaxon_7830,Exact Synonym
smaller spotted catshark,Scyliorhinus canicula,NCBITaxon_7830,Exact Synonym
bramble sharks,Echinorhinidae,NCBITaxon_7832,Exact Synonym
houndsharks,Triakidae,NCBITaxon_7839,Exact Synonym
leopard sharks,Triakis,NCBITaxon_7840,Exact Synonym
mackerel sharks,Lamninae,NCBITaxon_7844,Exact Synonym
longfin mako shark,Isurus paucus,NCBITaxon_7847,Exact Synonym
longfin mako,Isurus paucus,NCBITaxon_7847,Exact Synonym
European black currant,Ribes nigrum,NCBITaxon_78511,Exact Synonym
fenugreek,Trigonella foenum-graecum,NCBITaxon_78534,Exact Synonym
skates,Rajiformes,NCBITaxon_7858,Exact Synonym
guitarfishes,Rhinobatidae,NCBITaxon_7860,Exact Synonym
chimaeras,Chimaeriformes,NCBITaxon_7864,Exact Synonym
plownose chimaeras,Callorhinchidae,NCBITaxon_7865,Exact Synonym
elephantfishes,Callorhinchidae,NCBITaxon_7865,Exact Synonym
Australian ghost shark,Callorhinchus milii,NCBITaxon_7868,Exact Synonym
elephant fish,Callorhinchus milii,NCBITaxon_7868,Exact Synonym
elephant shark,Callorhinchus milii,NCBITaxon_7868,Exact Synonym
makorepe,Callorhinchus milii,NCBITaxon_7868,Exact Synonym
reperepe,Callorhinchus milii,NCBITaxon_7868,Exact Synonym
ghost shark,Callorhinchus milii,NCBITaxon_7868,Exact Synonym
plownose chimaera,Callorhinchus milii,NCBITaxon_7868,Exact Synonym
shortnose chimaeras,Chimaeridae,NCBITaxon_7869,Exact Synonym
ratfishes,Chimaeridae,NCBITaxon_7869,Exact Synonym
rabbit fish,Chimaera monstrosa,NCBITaxon_7871,Exact Synonym
African lungfishes,Protopteridae,NCBITaxon_7884,Exact Synonym
ray-finned fishes,Actinopterygii,NCBITaxon_7898,Exact Synonym
fishes,Actinopterygii,NCBITaxon_7898,Exact Synonym
fish,Actinopterygii,NCBITaxon_7898,Exact Synonym
sturgeons,Acipenseridae,NCBITaxon_7900,Exact Synonym
osietra,Acipenser gueldenstaedtii,NCBITaxon_7902,Exact Synonym
Russian sturgeon,Acipenser gueldenstaedtii,NCBITaxon_7902,Exact Synonym
Caspian sturgeon,Acipenser gueldenstaedtii,NCBITaxon_7902,Exact Synonym
stellate sturgeon,Acipenser stellatus,NCBITaxon_7903,Exact Synonym
starry sturgeon,Acipenser stellatus,NCBITaxon_7903,Exact Synonym
sevruga,Acipenser stellatus,NCBITaxon_7903,Exact Synonym
white sturgeon,Acipenser transmontanus,NCBITaxon_7904,Exact Synonym
sterlet,Acipenser ruthenus,NCBITaxon_7906,Exact Synonym
short-nose sturgeon,Acipenser medirostris,NCBITaxon_7908,Exact Synonym
green sturgeon,Acipenser medirostris,NCBITaxon_7908,Exact Synonym
paddlefishes,Polyodontidae,NCBITaxon_7911,Exact Synonym
North American paddlefish,Polyodon spathula,NCBITaxon_7913,Exact Synonym
Mississippi paddlefish,Polyodon spathula,NCBITaxon_7913,Exact Synonym
gars,Lepisosteidae,NCBITaxon_7915,Exact Synonym
bowfin,Amia calva,NCBITaxon_7924,Exact Synonym
eels,Anguilliformes,NCBITaxon_7933,Exact Synonym
freshwater eels,Anguillidae,NCBITaxon_7934,Exact Synonym
European freshwater eel,Anguilla anguilla,NCBITaxon_7936,Exact Synonym
European eel,Anguilla anguilla,NCBITaxon_7936,Exact Synonym
Japanese eel,Anguilla japonica,NCBITaxon_7937,Exact Synonym
American eel,Anguilla rostrata,NCBITaxon_7938,Exact Synonym
Australian shortfin eel,Anguilla australis,NCBITaxon_7940,Exact Synonym
Australian eel,Anguilla australis,NCBITaxon_7940,Exact Synonym
conger eels,Congridae,NCBITaxon_7941,Exact Synonym
pike eel,Muraenesox cinereus,NCBITaxon_7946,Exact Synonym
daggertooth pike conger,Muraenesox cinereus,NCBITaxon_7946,Exact Synonym
Atlantic herring,Clupea harengus,NCBITaxon_7950,Exact Synonym
zebrafish,Danio rerio,NCBITaxon_7955,Exact Synonym
zebra fish,Danio rerio,NCBITaxon_7955,Exact Synonym
zebra danio,Danio rerio,NCBITaxon_7955,Exact Synonym
leopard danio,Danio rerio,NCBITaxon_7955,Exact Synonym
goldfish,Carassius auratus,NCBITaxon_7957,Exact Synonym
grass carp,Ctenopharyngodon idella,NCBITaxon_7959,Exact Synonym
mirror carp,Cyprinus carpio,NCBITaxon_7962,Exact Synonym
koi,Cyprinus carpio,NCBITaxon_7962,Exact Synonym
fancy carp,Cyprinus carpio,NCBITaxon_7962,Exact Synonym
common carp,Cyprinus carpio,NCBITaxon_7962,Exact Synonym
carp,Cyprinus carpio,NCBITaxon_7962,Exact Synonym
silver carp,Hypophthalmichthys nobilis,NCBITaxon_7965,Exact Synonym
noble carp,Hypophthalmichthys nobilis,NCBITaxon_7965,Exact Synonym
bighead carp,Hypophthalmichthys nobilis,NCBITaxon_7965,Exact Synonym
giant freshwater prawn,Macrobrachium rosenbergii,NCBITaxon_79674,Exact Synonym
suckers,Catostomidae,NCBITaxon_7968,Exact Synonym
silver hake,Merluccius bilinearis,NCBITaxon_79698,Exact Synonym
white sucker,Catostomus commersonii,NCBITaxon_7971,Exact Synonym
pigeon's-grass,Verbena officinalis,NCBITaxon_79772,Exact Synonym
ma bian cao,Verbena officinalis,NCBITaxon_79772,Exact Synonym
kumatsuzura,Verbena officinalis,NCBITaxon_79772,Exact Synonym
common verbena,Verbena officinalis,NCBITaxon_79772,Exact Synonym
loaches,Cobitidae,NCBITaxon_7982,Exact Synonym
weatherfish,Misgurnus fossilis,NCBITaxon_7984,Exact Synonym
characins,Characidae,NCBITaxon_7992,Exact Synonym
catfishes,Siluriformes,NCBITaxon_7995,Exact Synonym
bullhead catfishes,Ictaluridae,NCBITaxon_7996,Exact Synonym
North American freshwater catfishes,Ictaluridae,NCBITaxon_7996,Exact Synonym
channel catfish,Ictalurus punctatus,NCBITaxon_7998,Exact Synonym
yellowtail catfish,Pangasius pangasius,NCBITaxon_8001,Exact Synonym
Pangas catfish,Pangasius pangasius,NCBITaxon_8001,Exact Synonym
pikes,Esocidae,NCBITaxon_8008,Exact Synonym
northern pike,Esox lucius,NCBITaxon_8010,Exact Synonym
smelts,Osmeridae,NCBITaxon_8012,Exact Synonym
rainbow smelt,Osmerus mordax,NCBITaxon_8014,Exact Synonym
salmonids,Salmonidae,NCBITaxon_8015,Exact Synonym
pink salmon,Oncorhynchus gorbuscha,NCBITaxon_8017,Exact Synonym
humpback salmon,Oncorhynchus gorbuscha,NCBITaxon_8017,Exact Synonym
chum salmon,Oncorhynchus keta,NCBITaxon_8018,Exact Synonym
coho salmon,Oncorhynchus kisutch,NCBITaxon_8019,Exact Synonym
salmon trout,Oncorhynchus masou,NCBITaxon_8020,Exact Synonym
masu salmon,Oncorhynchus masou,NCBITaxon_8020,Exact Synonym
cherry salmon,Oncorhynchus masou,NCBITaxon_8020,Exact Synonym
Japanese salmon,Oncorhynchus masou,NCBITaxon_8020,Exact Synonym
rainbow trout,Oncorhynchus mykiss,NCBITaxon_8022,Exact Synonym
sockeye salmon,Oncorhynchus nerka,NCBITaxon_8023,Exact Synonym
American oil palm,Elaeis oleifera,NCBITaxon_80265,Exact Synonym
Atlantic salmon,Salmo salar,NCBITaxon_8030,Exact Synonym
brown trout,Salmo trutta,NCBITaxon_8032,Exact Synonym
joboInOwl,Spondias mombin,NCBITaxon_80338,Exact Synonym
yellow mombin,Spondias mombin,NCBITaxon_80338,Exact Synonym
ubos,Spondias mombin,NCBITaxon_80338,Exact Synonym
hog-plum,Spondias mombin,NCBITaxon_80338,Exact Synonym
Jamaica-plum,Spondias mombin,NCBITaxon_80338,Exact Synonym
imbu,Spondias mombin,NCBITaxon_80338,Exact Synonym
Arctic char,Salvelinus alpinus,NCBITaxon_8036,Exact Synonym
rocotillo,Capsicum chinense,NCBITaxon_80379,Exact Synonym
habanero,Capsicum chinense,NCBITaxon_80379,Exact Synonym
bonnet pepper,Capsicum chinense,NCBITaxon_80379,Exact Synonym
Scotch bonnet,Capsicum chinense,NCBITaxon_80379,Exact Synonym
brook trout,Salvelinus fontinalis,NCBITaxon_8038,Exact Synonym
Dolly Varden,Salvelinus malma,NCBITaxon_8039,Exact Synonym
lake trout,Salvelinus namaycush,NCBITaxon_8040,Exact Synonym
tadpole cod,Gadidae,NCBITaxon_8045,Exact Synonym
cods,Gadidae,NCBITaxon_8045,Exact Synonym
Atlantic cod,Gadus morhua,NCBITaxon_8049,Exact Synonym
Greenland cod,Gadus ogac,NCBITaxon_8052,Exact Synonym
haddock,Melanogrammus aeglefinus,NCBITaxon_8056,Exact Synonym
whiting,Merlangius merlangus,NCBITaxon_8058,Exact Synonym
saithe,Pollachius virens,NCBITaxon_8060,Exact Synonym
pollock,Pollachius virens,NCBITaxon_8060,Exact Synonym
southern hakes,Merlucciidae,NCBITaxon_8061,Exact Synonym
merluccid hakes,Merlucciidae,NCBITaxon_8061,Exact Synonym
seapike,Merluccius merluccius,NCBITaxon_8063,Exact Synonym
densack,Merluccius merluccius,NCBITaxon_8063,Exact Synonym
chat,Merluccius merluccius,NCBITaxon_8063,Exact Synonym
European hake,Merluccius merluccius,NCBITaxon_8063,Exact Synonym
Atlantic hake,Merluccius merluccius,NCBITaxon_8063,Exact Synonym
toadfishes,Batrachoidiformes,NCBITaxon_8064,Exact Synonym
sand weakfish,Cynoscion arenarius,NCBITaxon_80640,Exact Synonym
toadfishes,Batrachoididae,NCBITaxon_8065,Exact Synonym
anglerfishes,Lophiiformes,NCBITaxon_8070,Exact Synonym
goosefishes,Lophiidae,NCBITaxon_8071,Exact Synonym
Pacific cod,Gadus macrocephalus,NCBITaxon_80720,Exact Synonym
anglerfish,Lophius americanus,NCBITaxon_8073,Exact Synonym
American goosefish,Lophius americanus,NCBITaxon_8073,Exact Synonym
American angler,Lophius americanus,NCBITaxon_8073,Exact Synonym
angler,Lophius piscatorius,NCBITaxon_8074,Exact Synonym
allmouth goosefish,Lophius piscatorius,NCBITaxon_8074,Exact Synonym
pupfishes,Cyprinodontidae,NCBITaxon_8076,Exact Synonym
killifishes,Cyprinodontidae,NCBITaxon_8076,Exact Synonym
sand crab,Portunus pelagicus,NCBITaxon_80836,Exact Synonym
blue swimmer crab,Portunus pelagicus,NCBITaxon_80836,Exact Synonym
sculpins,Cottidae,NCBITaxon_8092,Exact Synonym
Baikal oilfishes,Cottidae,NCBITaxon_8092,Exact Synonym
lumpsuckers,Cyclopteridae,NCBITaxon_8101,Exact Synonym
lumpfishes,Cyclopteridae,NCBITaxon_8101,Exact Synonym
lumpsucker,Cyclopterus lumpus,NCBITaxon_8103,Exact Synonym
lumpfish,Cyclopterus lumpus,NCBITaxon_8103,Exact Synonym
scorpionfishes,Scorpaenidae,NCBITaxon_8108,Exact Synonym
rockfishes,Scorpaenidae,NCBITaxon_8108,Exact Synonym
cichlids,Cichlidae,NCBITaxon_8113,Exact Synonym
Mozambique cichlid,Oreochromis mossambicus,NCBITaxon_8127,Exact Synonym
Hawaiian perch,Oreochromis mossambicus,NCBITaxon_8127,Exact Synonym
Java tilapia,Oreochromis mossambicus,NCBITaxon_8127,Exact Synonym
Mozambique tilapia,Oreochromis mossambicus,NCBITaxon_8127,Exact Synonym
Hawaiian sunfish,Oreochromis mossambicus,NCBITaxon_8127,Exact Synonym
largemouth tilapia,Oreochromis mossambicus,NCBITaxon_8127,Exact Synonym
Nile tilapia,Oreochromis niloticus,NCBITaxon_8128,Exact Synonym
opahs,Lampridae,NCBITaxon_81368,Exact Synonym
opah,Lampris guttatus,NCBITaxon_81370,Exact Synonym
Jerusalem haddock,Lampris guttatus,NCBITaxon_81370,Exact Synonym
Atlantic lizardfish,Synodus saurus,NCBITaxon_81392,Exact Synonym
pompanos,Carangidae,NCBITaxon_8157,Exact Synonym
jacks,Carangidae,NCBITaxon_8157,Exact Synonym
temperate perches,Percichthyidae,NCBITaxon_8162,Exact Synonym
poutassou,Micromesistius poutassou,NCBITaxon_81636,Exact Synonym
blue whiting,Micromesistius poutassou,NCBITaxon_81636,Exact Synonym
Couch's whiting,Micromesistius poutassou,NCBITaxon_81636,Exact Synonym
tusk,Brosme brosme,NCBITaxon_81638,Exact Synonym
suzuki,Lateolabrax japonicus,NCBITaxon_8164,Exact Synonym
Japanese seabass,Lateolabrax japonicus,NCBITaxon_8164,Exact Synonym
rocklings,Lotidae,NCBITaxon_81641,Exact Synonym
cuskfishes,Lotidae,NCBITaxon_81641,Exact Synonym
perches,Percidae,NCBITaxon_8165,Exact Synonym
yellow perch,Perca flavescens,NCBITaxon_8167,Exact Synonym
redfin,Perca fluviatilis,NCBITaxon_8168,Exact Synonym
perch,Perca fluviatilis,NCBITaxon_8168,Exact Synonym
European perch,Perca fluviatilis,NCBITaxon_8168,Exact Synonym
porgies,Sparidae,NCBITaxon_8169,Exact Synonym
red porgy,Pagrus pagrus,NCBITaxon_8173,Exact Synonym
common seabream,Pagrus pagrus,NCBITaxon_8173,Exact Synonym
common sea bream,Pagrus pagrus,NCBITaxon_8173,Exact Synonym
silver seabream,Sparus aurata,NCBITaxon_8175,Exact Synonym
gilthead seabream,Sparus aurata,NCBITaxon_8175,Exact Synonym
gilthead bream,Sparus aurata,NCBITaxon_8175,Exact Synonym
sunfishes,Centrarchidae,NCBITaxon_8180,Exact Synonym
black crappie,Pomoxis nigromaculatus,NCBITaxon_8182,Exact Synonym
snooks,Centropomidae,NCBITaxon_8184,Exact Synonym
barramundi perch,Lates calcarifer,NCBITaxon_8187,Exact Synonym
barramundi,Lates calcarifer,NCBITaxon_8187,Exact Synonym
Asian seabass,Lates calcarifer,NCBITaxon_8187,Exact Synonym
mullets,Mugilidae,NCBITaxon_8189,Exact Synonym
eelpouts,Zoarcidae,NCBITaxon_8193,Exact Synonym
wolffishes,Anarhichadidae,NCBITaxon_8202,Exact Synonym
wolf-fish,Anarhichas lupus,NCBITaxon_8204,Exact Synonym
Atlantic wolffish,Anarhichas lupus,NCBITaxon_8204,Exact Synonym
wormfishes,Gobiidae,NCBITaxon_8220,Exact Synonym
gobies,Gobiidae,NCBITaxon_8220,Exact Synonym
burrowing gobies,Gobiidae,NCBITaxon_8220,Exact Synonym
tunas,Scombridae,NCBITaxon_8224,Exact Synonym
mackerels,Scombridae,NCBITaxon_8224,Exact Synonym
skipjack tuna,Katsuwonus pelamis,NCBITaxon_8226,Exact Synonym
bonito,Katsuwonus pelamis,NCBITaxon_8226,Exact Synonym
kawakawa,Euthynnus affinis,NCBITaxon_8227,Exact Synonym
island skipjack,Euthynnus affinis,NCBITaxon_8227,Exact Synonym
island bonito,Euthynnus affinis,NCBITaxon_8227,Exact Synonym
eastern little tuna,Euthynnus affinis,NCBITaxon_8227,Exact Synonym
little tunny,Euthynnus alletteratus,NCBITaxon_8228,Exact Synonym
striped bonito,Sarda orientalis,NCBITaxon_8230,Exact Synonym
Pacific bonito,Sarda chiliensis,NCBITaxon_8231,Exact Synonym
Atlantic bonito,Sarda sarda,NCBITaxon_8232,Exact Synonym
albacore,Thunnus alalunga,NCBITaxon_8235,Exact Synonym
yellowfin tuna,Thunnus albacares,NCBITaxon_8236,Exact Synonym
northern bluefin tuna,Thunnus thynnus,NCBITaxon_8237,Exact Synonym
bluefin tuna,Thunnus thynnus,NCBITaxon_8237,Exact Synonym
Atlantic bluefin tuna,Thunnus thynnus,NCBITaxon_8237,Exact Synonym
southern bluefin tuna,Thunnus maccoyii,NCBITaxon_8240,Exact Synonym
bigeye tuna,Thunnus obesus,NCBITaxon_8241,Exact Synonym
broad-leaved lime,Tilia platyphyllos,NCBITaxon_82423,Exact Synonym
swordfishes,Xiphiidae,NCBITaxon_8243,Exact Synonym
swordfish,Xiphias gladius,NCBITaxon_8245,Exact Synonym
wrasses,Labridae,NCBITaxon_8247,Exact Synonym
parrotfishes,Labridae,NCBITaxon_8247,Exact Synonym
lefteye flounders,Bothidae,NCBITaxon_8253,Exact Synonym
